CustomerID,InvoiceDate,Quantity,UnitPrice,InvoiceNo,Description
CUST_0112,2025-11-16,3,14.75,1096,Coffee Mug
CUST_0489,2025-12-01,2,13.19,1097,Notebook
CUST_0458,2025-11-15,1,27.3,1098,Red T-shirt
CUST_0027,2025-11-03,4,24.46,1099,Red T-shirt
CUST_0193,2025-11-05,2,7.65,1100,Pen Set
CUST_0365,2025-11-01,1,5.27,1101,Notebook
CUST_0186,2025-11-05,2,50.13,1102,Leather Wallet
CUST_0152,2025-11-04,1,11.17,1103,Pen Set
CUST_0346,2025-11-15,1,197.89,1104,Smartwatch
CUST_0286,2025-12-01,4,7.07,1105,Notebook
CUST_0215,2025-11-07,2,123.4,1106,Shoes
CUST_0008,2025-11-08,2,103.81,1107,Shoes
CUST_0357,2025-11-12,1,5.55,1108,Pen Set
CUST_0012,2025-11-26,3,68.74,1109,Sunglasses
CUST_0372,2025-11-16,3,91.7,1110,Shoes
CUST_0063,2025-11-07,8,41.53,1111,Leather Wallet
CUST_0144,2025-11-22,1,144.92,1112,Backpack
CUST_0354,2025-11-26,4,34.15,1113,Hat
CUST_0096,2025-11-27,3,7.9,1114,Notebook
CUST_0171,2025-11-17,1,141.99,1115,Sunglasses
CUST_0220,2025-11-25,1,20.03,1116,Coffee Mug
CUST_0441,2025-11-10,2,23.0,1117,Red T-shirt
CUST_0048,2025-11-18,1,76.17,1118,Leather Wallet
CUST_0499,2025-11-11,3,7.2,1119,Pen Set
CUST_0409,2025-11-19,1,19.3,1120,Coffee Mug
CUST_0376,2025-11-04,2,15.98,1121,Pen Set
CUST_0413,2025-11-25,1,7.79,1122,Coffee Mug
CUST_0263,2025-11-17,1,26.35,1123,Sunglasses
CUST_0493,2025-11-14,3,8.11,1124,Pen Set
CUST_0297,2025-11-08,1,23.99,1125,Coffee Mug
CUST_0462,2025-11-08,3,22.88,1126,Red T-shirt
CUST_0218,2025-11-28,1,31.23,1127,Red T-shirt
CUST_0477,2025-11-06,1,164.41,1128,Smartwatch
CUST_0249,2025-11-28,3,288.38,1129,Smartwatch
CUST_0300,2025-11-28,1,13.71,1130,Red T-shirt
CUST_0209,2025-11-26,1,89.41,1131,Shoes
CUST_0218,2025-11-26,2,142.93,1132,Backpack
CUST_0310,2025-11-01,1,47.8,1133,Backpack
CUST_0289,2025-11-01,1,72.27,1134,Backpack
CUST_0074,2025-11-23,4,7.73,1135,Notebook
CUST_0103,2025-11-09,1,104.15,1136,Leather Wallet
CUST_0173,2025-12-01,3,322.29,1137,Smartwatch
CUST_0246,2025-11-23,4,5.32,1138,Pen Set
CUST_0313,2025-11-10,1,17.11,1139,Red T-shirt
CUST_0110,2025-11-08,2,19.14,1140,Hat
CUST_0160,2025-11-05,1,6.19,1141,Pen Set
CUST_0014,2025-11-30,8,58.68,1142,Shoes
CUST_0448,2025-11-21,3,17.99,1143,Hat
CUST_0471,2025-11-22,1,43.79,1144,Shoes
CUST_0154,2025-11-04,2,17.05,1145,Red T-shirt
CUST_0167,2025-11-25,3,121.38,1146,Sunglasses
CUST_0234,2025-11-08,1,14.12,1147,Notebook
CUST_0156,2025-11-03,2,16.14,1148,Notebook
CUST_0214,2025-11-23,1,427.11,1149,Smartwatch
CUST_0205,2025-11-28,2,13.27,1150,Pen Set
CUST_0282,2025-11-04,1,9.77,1151,Pen Set
CUST_0257,2025-11-22,2,7.0,1152,Coffee Mug
CUST_0225,2025-11-21,2,160.13,1153,Sunglasses
CUST_0054,2025-11-29,1,23.04,1154,Hat
CUST_0103,2025-11-10,1,4.75,1155,Notebook
CUST_0142,2025-11-13,1,109.23,1156,Shoes
CUST_0199,2025-11-02,1,130.78,1157,Shoes
CUST_0362,2025-11-25,1,14.19,1158,Notebook
CUST_0052,2025-11-14,4,5.96,1159,Pen Set
CUST_0379,2025-11-30,1,124.02,1160,Shoes
CUST_0405,2025-11-30,1,7.41,1161,Coffee Mug
CUST_0278,2025-11-18,1,375.03,1162,Smartwatch
CUST_0399,2025-11-29,1,117.86,1163,Leather Wallet
CUST_0450,2025-11-03,1,74.43,1164,Shoes
CUST_0402,2025-11-18,5,3.88,1165,Pen Set
CUST_0238,2025-11-05,3,2.26,1166,Pen Set
CUST_0004,2025-11-24,2,31.91,1167,Red T-shirt
CUST_0200,2025-11-10,3,78.29,1168,Shoes
CUST_0143,2025-11-01,2,4.64,1169,Notebook
CUST_0233,2025-11-06,2,2.25,1170,Pen Set
CUST_0323,2025-11-03,2,45.77,1171,Shoes
CUST_0077,2025-11-25,1,13.58,1172,Red T-shirt
CUST_0489,2025-11-22,2,97.34,1173,Leather Wallet
CUST_0039,2025-11-01,2,115.85,1174,Sunglasses
CUST_0301,2025-11-09,3,51.11,1175,Backpack
CUST_0233,2025-11-17,3,36.04,1176,Hat
CUST_0013,2025-11-28,1,8.0,1177,Pen Set
CUST_0122,2025-11-13,1,332.9,1178,Smartwatch
CUST_0222,2025-11-30,2,96.99,1179,Leather Wallet
CUST_0442,2025-11-08,1,102.06,1180,Backpack
CUST_0027,2025-11-25,2,58.15,1181,Shoes
CUST_0202,2025-11-25,5,24.75,1182,Red T-shirt
CUST_0343,2025-11-23,4,4.36,1183,Notebook
CUST_0384,2025-11-26,1,5.33,1184,Pen Set
CUST_0399,2025-11-27,2,91.42,1185,Shoes
CUST_0112,2025-11-11,5,16.69,1186,Notebook
CUST_0396,2025-11-03,1,127.34,1187,Smartwatch
CUST_0026,2025-11-02,8,83.74,1188,Shoes
CUST_0476,2025-11-30,1,326.73,1189,Smartwatch
CUST_0075,2025-11-02,2,112.69,1190,Shoes
CUST_0423,2025-11-03,2,121.86,1191,Shoes
CUST_0071,2025-11-07,1,92.62,1192,Backpack
CUST_0310,2025-11-13,3,30.61,1193,Sunglasses
CUST_0332,2025-11-07,1,203.12,1194,Sunglasses
CUST_0019,2025-11-25,1,13.75,1195,Pen Set
CUST_0101,2025-11-30,5,41.3,1196,Hat
CUST_0377,2025-11-06,1,141.38,1197,Smartwatch
CUST_0228,2025-11-07,3,78.03,1198,Leather Wallet
CUST_0473,2025-11-15,1,180.32,1199,Sunglasses
CUST_0179,2025-11-05,5,104.33,1200,Backpack
CUST_0455,2025-11-19,1,20.22,1201,Coffee Mug
CUST_0116,2025-11-27,1,8.08,1202,Hat
CUST_0320,2025-11-10,1,17.45,1203,Notebook
CUST_0112,2025-11-30,1,158.75,1204,Backpack
CUST_0244,2025-11-30,4,63.34,1205,Backpack
CUST_0361,2025-11-02,2,8.87,1206,Pen Set
CUST_0299,2025-11-14,4,28.65,1207,Hat
CUST_0292,2025-11-26,2,39.22,1208,Hat
CUST_0224,2025-11-07,3,81.41,1209,Backpack
CUST_0153,2025-11-14,3,28.78,1210,Coffee Mug
CUST_0103,2025-11-27,1,3.91,1211,Pen Set
CUST_0330,2025-11-21,3,61.17,1212,Backpack
CUST_0416,2025-11-06,1,157.8,1213,Smartwatch
CUST_0326,2025-11-21,1,98.1,1214,Sunglasses
CUST_0130,2025-11-17,2,4.32,1215,Pen Set
CUST_0234,2025-11-29,2,213.49,1216,Backpack
CUST_0109,2025-11-20,1,98.35,1217,Shoes
CUST_0095,2025-11-05,2,134.01,1218,Backpack
CUST_0286,2025-11-23,1,91.31,1219,Shoes
CUST_0346,2025-11-09,2,34.35,1220,Red T-shirt
CUST_0099,2025-11-21,2,98.0,1221,Leather Wallet
CUST_0157,2025-11-28,4,69.62,1222,Leather Wallet
CUST_0168,2025-11-19,4,163.85,1223,Smartwatch
CUST_0019,2025-11-25,1,13.22,1224,Pen Set
CUST_0408,2025-11-27,5,24.63,1225,Coffee Mug
CUST_0410,2025-11-12,2,104.72,1226,Shoes
CUST_0008,2025-11-17,4,31.12,1227,Red T-shirt
CUST_0380,2025-11-23,3,15.67,1228,Pen Set
CUST_0331,2025-11-14,5,171.4,1229,Smartwatch
CUST_0195,2025-11-14,1,16.35,1230,Red T-shirt
CUST_0174,2025-11-25,1,10.05,1231,Pen Set
CUST_0359,2025-11-03,4,11.53,1232,Coffee Mug
CUST_0112,2025-11-26,2,66.77,1233,Shoes
CUST_0357,2025-11-02,2,374.18,1234,Smartwatch
CUST_0382,2025-11-06,3,15.27,1235,Coffee Mug
CUST_0027,2025-11-28,3,85.79,1236,Backpack
CUST_0028,2025-11-09,2,98.12,1237,Leather Wallet
CUST_0395,2025-11-02,1,11.48,1238,Coffee Mug
CUST_0026,2025-11-10,1,151.47,1239,Sunglasses
CUST_0443,2025-11-05,1,8.05,1240,Coffee Mug
CUST_0060,2025-11-02,1,14.83,1241,Pen Set
CUST_0045,2025-11-16,1,113.18,1242,Leather Wallet
CUST_0348,2025-11-22,1,322.34,1243,Smartwatch
CUST_0005,2025-11-20,3,52.82,1244,Backpack
CUST_0036,2025-11-13,4,145.93,1245,Sunglasses
CUST_0475,2025-11-13,1,357.24,1246,Smartwatch
CUST_0015,2025-11-18,1,22.97,1247,Coffee Mug
CUST_0465,2025-11-22,3,129.75,1248,Shoes
CUST_0436,2025-11-12,5,42.4,1249,Leather Wallet
CUST_0233,2025-11-10,1,37.09,1250,Shoes
CUST_0342,2025-11-01,1,9.84,1251,Hat
CUST_0349,2025-11-18,2,30.67,1252,Hat
CUST_0359,2025-11-07,10,113.48,1253,Shoes
CUST_0010,2025-11-11,1,6.49,1254,Notebook
CUST_0038,2025-11-18,8,18.21,1255,Coffee Mug
CUST_0192,2025-11-24,2,8.33,1256,Notebook
CUST_0066,2025-11-08,1,16.77,1257,Coffee Mug
CUST_0386,2025-11-16,1,5.26,1258,Pen Set
CUST_0358,2025-11-02,1,100.74,1259,Sunglasses
CUST_0175,2025-11-30,3,24.26,1260,Red T-shirt
CUST_0289,2025-12-01,2,104.0,1261,Leather Wallet
CUST_0344,2025-11-22,2,43.83,1262,Backpack
CUST_0252,2025-11-17,2,148.32,1263,Backpack
CUST_0221,2025-11-26,2,28.59,1264,Hat
CUST_0004,2025-11-16,3,8.32,1265,Notebook
CUST_0004,2025-11-10,2,349.49,1266,Smartwatch
CUST_0314,2025-11-24,4,3.13,1267,Pen Set
CUST_0438,2025-11-17,2,12.58,1268,Coffee Mug
CUST_0350,2025-11-24,1,26.43,1269,Red T-shirt
CUST_0070,2025-11-05,1,17.53,1270,Notebook
CUST_0161,2025-11-29,2,23.67,1271,Coffee Mug
CUST_0141,2025-11-12,2,123.01,1272,Sunglasses
CUST_0248,2025-11-21,5,150.11,1273,Backpack
CUST_0320,2025-11-06,2,10.84,1274,Notebook
CUST_0077,2025-11-22,2,173.29,1275,Backpack
CUST_0386,2025-11-22,2,327.57,1276,Smartwatch
CUST_0352,2025-11-05,5,7.67,1277,Notebook
CUST_0051,2025-11-17,5,18.99,1278,Notebook
CUST_0343,2025-11-15,4,27.13,1279,Coffee Mug
CUST_0490,2025-11-04,1,23.29,1280,Coffee Mug
CUST_0405,2025-11-13,3,8.81,1281,Pen Set
CUST_0118,2025-11-15,1,142.05,1282,Sunglasses
CUST_0228,2025-11-10,1,82.35,1283,Leather Wallet
CUST_0371,2025-11-26,2,58.04,1284,Shoes
CUST_0286,2025-11-26,8,32.25,1285,Backpack
CUST_0431,2025-11-27,3,40.38,1286,Hat
CUST_0393,2025-11-05,1,66.23,1287,Sunglasses
CUST_0173,2025-11-21,1,10.12,1288,Coffee Mug
CUST_0189,2025-11-14,1,18.76,1289,Coffee Mug
CUST_0091,2025-11-27,4,76.52,1290,Sunglasses
CUST_0019,2025-11-06,1,344.67,1291,Smartwatch
CUST_0264,2025-11-21,1,47.43,1292,Leather Wallet
CUST_0176,2025-11-15,2,12.27,1293,Notebook
CUST_0145,2025-11-19,1,39.57,1294,Hat
CUST_0423,2025-11-26,1,11.68,1295,Hat
CUST_0195,2025-11-22,1,113.89,1296,Shoes
CUST_0264,2025-11-18,2,77.78,1297,Sunglasses
CUST_0405,2025-11-14,1,114.16,1298,Leather Wallet
CUST_0429,2025-11-23,1,4.71,1299,Notebook
CUST_0358,2025-11-04,2,9.22,1300,Notebook
CUST_0272,2025-11-30,1,89.92,1301,Leather Wallet
CUST_0384,2025-11-17,1,143.15,1302,Backpack
CUST_0226,2025-11-19,2,91.71,1303,Shoes
CUST_0102,2025-11-15,1,32.4,1304,Red T-shirt
CUST_0169,2025-11-02,1,12.85,1305,Notebook
CUST_0136,2025-11-16,2,174.82,1306,Backpack
CUST_0495,2025-11-03,1,14.19,1307,Coffee Mug
CUST_0484,2025-11-05,1,14.94,1308,Pen Set
CUST_0283,2025-11-11,1,10.5,1309,Coffee Mug
CUST_0158,2025-11-28,2,17.23,1310,Notebook
CUST_0071,2025-11-02,3,13.13,1311,Coffee Mug
CUST_0001,2025-11-03,2,27.78,1312,Sunglasses
CUST_0217,2025-11-19,1,75.98,1313,Shoes
CUST_0064,2025-11-28,5,129.96,1314,Leather Wallet
CUST_0439,2025-11-14,4,30.7,1315,Red T-shirt
CUST_0472,2025-11-19,1,38.86,1316,Hat
CUST_0181,2025-11-27,2,288.55,1317,Smartwatch
CUST_0229,2025-11-11,5,142.68,1318,Backpack
CUST_0333,2025-11-24,2,70.72,1319,Sunglasses
CUST_0328,2025-11-08,2,7.45,1320,Notebook
CUST_0190,2025-11-30,2,207.85,1321,Backpack
CUST_0211,2025-11-25,1,84.31,1322,Leather Wallet
CUST_0259,2025-11-18,2,68.98,1323,Leather Wallet
CUST_0178,2025-11-12,4,91.34,1324,Leather Wallet
CUST_0484,2025-11-03,1,13.66,1325,Pen Set
CUST_0328,2025-11-19,4,12.85,1326,Pen Set
CUST_0432,2025-11-27,2,25.6,1327,Hat
CUST_0364,2025-11-26,1,302.14,1328,Smartwatch
CUST_0120,2025-11-21,1,175.11,1329,Backpack
CUST_0225,2025-11-05,2,281.95,1330,Smartwatch
CUST_0176,2025-11-05,3,6.12,1331,Pen Set
CUST_0133,2025-11-19,1,140.25,1332,Leather Wallet
CUST_0330,2025-11-20,5,17.09,1333,Red T-shirt
CUST_0078,2025-11-19,4,60.83,1334,Leather Wallet
CUST_0427,2025-11-19,2,9.75,1335,Hat
CUST_0277,2025-11-13,1,8.56,1336,Hat
CUST_0317,2025-11-21,4,20.37,1337,Hat
CUST_0337,2025-11-29,4,6.23,1338,Notebook
CUST_0061,2025-11-09,1,27.18,1339,Red T-shirt
CUST_0141,2025-11-19,1,10.0,1340,Pen Set
CUST_0332,2025-11-22,4,7.61,1341,Notebook
CUST_0206,2025-11-17,2,17.12,1342,Red T-shirt
CUST_0308,2025-11-27,1,15.26,1343,Red T-shirt
CUST_0481,2025-11-23,3,123.39,1344,Shoes
CUST_0300,2025-11-12,2,129.6,1345,Sunglasses
CUST_0174,2025-11-08,1,51.97,1346,Shoes
CUST_0470,2025-11-23,8,88.82,1347,Leather Wallet
CUST_0403,2025-11-16,2,152.27,1348,Backpack
CUST_0453,2025-11-02,3,84.38,1349,Leather Wallet
CUST_0281,2025-11-19,2,3.84,1350,Pen Set
CUST_0111,2025-11-28,2,8.47,1351,Notebook
CUST_0339,2025-11-09,2,79.74,1352,Leather Wallet
CUST_0222,2025-11-22,1,402.64,1353,Smartwatch
CUST_0311,2025-11-03,1,90.01,1354,Leather Wallet
CUST_0420,2025-11-29,2,82.34,1355,Leather Wallet
CUST_0198,2025-11-28,1,10.46,1356,Notebook
CUST_0185,2025-11-30,1,145.09,1357,Smartwatch
CUST_0360,2025-11-18,4,84.38,1358,Sunglasses
CUST_0420,2025-11-18,5,159.52,1359,Backpack
CUST_0158,2025-11-17,2,150.27,1360,Sunglasses
CUST_0293,2025-11-04,1,23.11,1361,Hat
CUST_0203,2025-11-16,2,11.17,1362,Pen Set
CUST_0024,2025-11-10,1,89.56,1363,Sunglasses
CUST_0460,2025-11-14,1,146.36,1364,Smartwatch
CUST_0091,2025-11-09,2,15.8,1365,Red T-shirt
CUST_0356,2025-11-22,1,41.0,1366,Hat
CUST_0328,2025-11-12,4,125.83,1367,Backpack
CUST_0129,2025-11-16,2,9.31,1368,Pen Set
CUST_0331,2025-11-16,1,72.91,1369,Backpack
CUST_0164,2025-11-15,4,204.64,1370,Backpack
CUST_0141,2025-11-29,3,16.7,1371,Hat
CUST_0279,2025-11-09,2,78.44,1372,Backpack
CUST_0336,2025-11-13,1,8.52,1373,Pen Set
CUST_0368,2025-11-22,2,3.99,1374,Notebook
CUST_0439,2025-11-11,2,148.88,1375,Sunglasses
CUST_0250,2025-11-03,2,71.57,1376,Leather Wallet
CUST_0005,2025-11-05,2,174.0,1377,Smartwatch
CUST_0262,2025-12-01,2,41.27,1378,Leather Wallet
CUST_0178,2025-11-03,1,14.06,1379,Coffee Mug
CUST_0401,2025-11-16,1,79.89,1380,Leather Wallet
CUST_0157,2025-11-30,10,125.88,1381,Shoes
CUST_0420,2025-11-28,4,55.47,1382,Shoes
CUST_0158,2025-11-04,1,17.34,1383,Coffee Mug
CUST_0032,2025-11-23,1,12.54,1384,Pen Set
CUST_0291,2025-11-12,1,111.49,1385,Backpack
CUST_0367,2025-11-14,1,9.73,1386,Notebook
CUST_0101,2025-11-09,1,57.53,1387,Sunglasses
CUST_0188,2025-11-26,1,110.32,1388,Backpack
CUST_0185,2025-11-18,4,7.24,1389,Notebook
CUST_0386,2025-11-17,8,17.13,1390,Coffee Mug
CUST_0193,2025-11-27,2,28.64,1391,Hat
CUST_0464,2025-11-07,1,12.67,1392,Pen Set
CUST_0179,2025-11-07,2,17.05,1393,Notebook
CUST_0294,2025-11-14,1,67.1,1394,Shoes
CUST_0483,2025-11-29,10,257.74,1395,Smartwatch
CUST_0159,2025-11-22,3,176.72,1396,Sunglasses
CUST_0399,2025-11-20,1,89.56,1397,Backpack
CUST_0045,2025-11-06,1,11.22,1398,Coffee Mug
CUST_0211,2025-11-02,2,98.25,1399,Leather Wallet
CUST_0270,2025-11-10,2,99.89,1400,Backpack
CUST_0138,2025-11-12,4,8.87,1401,Pen Set
CUST_0138,2025-11-04,4,12.65,1402,Pen Set
CUST_0441,2025-11-07,1,11.24,1403,Pen Set
CUST_0227,2025-11-12,2,17.49,1404,Coffee Mug
CUST_0227,2025-11-16,2,144.1,1405,Shoes
CUST_0350,2025-11-06,2,28.55,1406,Red T-shirt
CUST_0486,2025-11-19,1,89.3,1407,Leather Wallet
CUST_0288,2025-11-09,1,30.9,1408,Red T-shirt
CUST_0136,2025-11-22,2,200.12,1409,Sunglasses
CUST_0482,2025-11-29,10,17.99,1410,Hat
CUST_0182,2025-11-10,1,210.01,1411,Smartwatch
CUST_0069,2025-11-13,1,110.39,1412,Sunglasses
CUST_0073,2025-11-02,10,4.43,1413,Pen Set
CUST_0075,2025-11-29,4,40.78,1414,Red T-shirt
CUST_0441,2025-11-26,3,28.3,1415,Sunglasses
CUST_0436,2025-11-10,1,49.36,1416,Backpack
CUST_0346,2025-11-27,1,3.88,1417,Notebook
CUST_0437,2025-11-20,1,17.95,1418,Coffee Mug
CUST_0228,2025-11-04,1,135.0,1419,Backpack
CUST_0068,2025-11-19,2,434.21,1420,Smartwatch
CUST_0359,2025-11-04,3,15.23,1421,Red T-shirt
CUST_0040,2025-11-16,2,341.97,1422,Smartwatch
CUST_0403,2025-11-15,1,110.48,1423,Backpack
CUST_0014,2025-11-10,2,85.39,1424,Leather Wallet
CUST_0278,2025-11-16,1,105.09,1425,Shoes
CUST_0075,2025-11-11,2,160.12,1426,Backpack
CUST_0156,2025-11-25,2,26.77,1427,Hat
CUST_0479,2025-11-16,5,132.39,1428,Sunglasses
CUST_0470,2025-11-30,1,178.02,1429,Backpack
CUST_0005,2025-11-21,2,308.2,1430,Smartwatch
CUST_0376,2025-11-08,1,13.02,1431,Hat
CUST_0349,2025-11-30,3,31.37,1432,Hat
CUST_0395,2025-11-06,1,66.31,1433,Shoes
CUST_0240,2025-11-30,3,114.95,1434,Sunglasses
CUST_0221,2025-11-11,3,177.32,1435,Sunglasses
CUST_0452,2025-11-16,8,17.31,1436,Notebook
CUST_0255,2025-11-07,2,13.62,1437,Coffee Mug
CUST_0176,2025-11-11,2,99.42,1438,Shoes
CUST_0306,2025-11-11,3,29.11,1439,Red T-shirt
CUST_0271,2025-11-20,2,138.21,1440,Backpack
CUST_0432,2025-11-17,1,167.59,1441,Smartwatch
CUST_0038,2025-11-17,2,9.35,1442,Notebook
CUST_0417,2025-11-17,8,24.39,1443,Coffee Mug
CUST_0196,2025-11-20,1,11.25,1444,Hat
CUST_0226,2025-11-26,1,113.25,1445,Sunglasses
CUST_0110,2025-11-21,2,24.62,1446,Red T-shirt
CUST_0042,2025-11-07,1,16.56,1447,Pen Set
CUST_0129,2025-11-21,2,10.91,1448,Coffee Mug
CUST_0321,2025-11-23,2,28.53,1449,Red T-shirt
CUST_0270,2025-11-07,2,15.19,1450,Notebook
CUST_0097,2025-11-20,2,92.37,1451,Backpack
CUST_0316,2025-11-07,1,8.08,1452,Notebook
CUST_0384,2025-11-20,2,65.09,1453,Leather Wallet
CUST_0164,2025-11-15,2,20.08,1454,Red T-shirt
CUST_0415,2025-12-01,3,69.65,1455,Leather Wallet
CUST_0265,2025-11-12,2,14.9,1456,Coffee Mug
CUST_0320,2025-11-06,1,23.16,1457,Hat
CUST_0316,2025-11-29,3,22.41,1458,Hat
CUST_0417,2025-11-08,2,15.71,1459,Notebook
CUST_0488,2025-11-08,1,22.97,1460,Coffee Mug
CUST_0230,2025-11-10,1,4.35,1461,Pen Set
CUST_0109,2025-11-06,2,89.25,1462,Leather Wallet
CUST_0410,2025-11-07,5,126.55,1463,Shoes
CUST_0173,2025-11-19,1,83.16,1464,Leather Wallet
CUST_0324,2025-11-13,3,15.45,1465,Coffee Mug
CUST_0243,2025-12-01,1,122.39,1466,Backpack
CUST_0486,2025-11-25,1,22.56,1467,Coffee Mug
CUST_0418,2025-11-21,5,205.24,1468,Backpack
CUST_0102,2025-11-28,2,58.84,1469,Leather Wallet
CUST_0370,2025-11-30,2,5.28,1470,Coffee Mug
CUST_0470,2025-11-08,2,253.9,1471,Smartwatch
CUST_0130,2025-11-23,2,84.42,1472,Leather Wallet
CUST_0127,2025-11-08,2,22.46,1473,Hat
CUST_0286,2025-11-29,1,8.73,1474,Notebook
